Date,Snow Water Equivalent (in) Start of Day Values,Snow Water Equivalent QC Flag Start of Day Values,Snow Water Equivalent QA Flag Start of Day Values,Snow Density (pct) Start of Day Values,Snow Density QC Flag Start of Day Values,Snow Density QA Flag Start of Day Values,snotel_station_id
2006-10-05,0.0,E,,,,,1068
2006-10-06,0.0,E,,,,,1068
2006-10-07,0.0,E,,,,,1068
2006-10-08,0.0,E,,,,,1068
2006-10-09,0.0,E,,,,,1068
2006-10-10,0.0,E,,,,,1068
2006-10-11,0.0,E,,,,,1068
2006-10-12,0.0,E,,,,,1068
2006-10-13,0.0,E,,,,,1068
2006-10-14,0.0,E,,,,,1068
2006-10-15,0.0,E,,,,,1068
2006-10-16,0.0,E,,,,,1068
2006-10-17,0.0,E,,,,,1068
2006-10-18,0.0,E,,,,,1068
2006-10-19,0.0,E,,,,,1068
2006-10-20,0.0,E,,,,,1068
2006-10-21,0.0,V,,,,,1068
2006-10-22,0.0,E,,,,,1068
2006-10-23,0.0,V,,,,,1068
2006-10-24,0.0,V,,,,,1068
2006-10-25,0.0,E,,,,,1068
2006-10-26,0.0,E,,,,,1068
2006-10-27,0.0,E,,,,,1068
2006-10-28,0.0,E,,,,,1068
2006-10-29,0.0,E,,,,,1068
2006-10-30,0.0,E,,,,,1068
2006-10-31,0.0,V,,,,,1068
2006-11-01,0.0,V,,,,,1068
2006-11-02,0.2,V,,,,,1068
2006-11-03,0.7,V,,,,,1068
2006-11-04,0.5,V,,,,,1068
2006-11-05,0.3,V,,,,,1068
2006-11-06,0.6,V,,,,,1068
2006-11-07,0.4,V,,,,,1068
2006-11-08,0.2,V,,,,,1068
2006-11-09,0.5,V,,,,,1068
2006-11-10,0.5,V,,,,,1068
2006-11-11,1.2,V,,24.0,V,U,1068
2006-11-12,2.3,V,,14.4,V,U,1068
2006-11-13,3.8,V,,16.5,V,U,1068
2006-11-14,5.1,V,,18.2,V,U,1068
2006-11-15,5.2,V,,20.0,V,U,1068
2006-11-16,5.9,V,,29.5,V,U,1068
2006-11-17,5.2,V,,27.4,V,U,1068
2006-11-18,5.0,V,,27.8,V,U,1068
2006-11-19,5.1,V,,28.3,V,U,1068
2006-11-20,5.1,V,,30.0,V,U,1068
2006-11-21,5.0,V,,35.7,V,U,1068
2006-11-22,5.1,V,,30.0,V,U,1068
2006-11-23,5.2,V,,30.6,V,U,1068
2006-11-24,7.1,V,,18.7,V,U,1068
2006-11-25,7.9,V,,20.8,E,U,1068
2006-11-26,8.1,V,,21.9,V,U,1068
2006-11-27,9.8,V,,23.3,V,U,1068
2006-11-28,10.1,V,,23.0,E,U,1068
2006-11-29,10.1,V,,24.0,V,U,1068
2006-11-30,10.8,V,,25.7,V,U,1068
2006-12-01,12.3,V,,27.3,V,U,1068
2006-12-02,12.5,V,,28.4,V,U,1068
2006-12-03,12.8,V,,29.8,V,U,1068
2006-12-04,13.0,V,,31.0,V,U,1068
2006-12-05,13.4,V,,32.7,V,U,1068
2006-12-06,13.4,V,,33.5,V,U,1068
2006-12-07,13.4,V,,34.4,V,U,1068
2006-12-08,13.4,V,,35.3,V,U,1068
2006-12-09,13.5,V,,35.5,V,U,1068
2006-12-10,13.5,V,,37.5,V,U,1068
2006-12-11,13.5,V,,36.5,V,U,1068
2006-12-12,14.1,V,,37.1,V,U,1068
2006-12-13,15.0,V,,33.3,V,U,1068
2006-12-14,16.3,V,,33.3,V,U,1068
2006-12-15,17.7,V,,34.7,V,U,1068
2006-12-16,18.7,V,,32.8,E,U,1068
2006-12-17,18.8,V,,34.2,V,U,1068
2006-12-18,18.9,V,,34.4,V,U,1068
2006-12-19,19.2,V,,35.6,V,U,1068
2006-12-20,19.4,V,,36.6,V,U,1068
2006-12-21,19.5,V,,37.5,V,U,1068
2006-12-22,19.7,V,,36.5,V,U,1068
2006-12-23,20.2,V,,37.4,V,U,1068
2006-12-24,21.2,V,,37.9,V,U,1068
2006-12-25,23.2,V,,38.7,V,U,1068
2006-12-26,23.8,V,,39.0,V,U,1068
2006-12-27,24.2,V,,39.7,V,U,1068
2006-12-28,24.7,V,,39.8,V,U,1068
2006-12-29,26.6,V,,42.2,V,U,1068
2006-12-30,27.9,V,,43.6,V,U,1068
2006-12-31,28.1,V,,44.6,V,U,1068
2007-01-01,28.1,V,,47.6,V,U,1068
2007-01-02,28.4,V,,44.4,V,U,1068
2007-01-03,28.0,V,,47.5,V,U,1068
2007-01-04,29.1,V,,44.8,V,U,1068
2007-01-05,30.2,V,,45.1,V,U,1068
2007-01-06,32.4,V,,40.0,V,U,1068
2007-01-07,33.5,V,,40.4,V,U,1068
2007-01-08,35.9,V,,39.5,V,U,1068
2007-01-09,36.4,V,,40.4,V,U,1068
2007-01-10,37.0,V,,41.6,V,U,1068
2007-01-11,37.3,V,,41.0,V,U,1068
2007-01-12,37.3,V,,41.9,V,U,1068
2007-01-13,37.5,V,,43.1,V,U,1068
2007-01-14,37.8,V,,44.0,V,U,1068
2007-01-15,38.1,V,,43.8,V,U,1068
2007-01-16,38.3,V,,44.5,V,U,1068
2007-01-17,38.7,V,,46.1,V,U,1068
2007-01-18,38.8,V,,46.7,V,U,1068
2007-01-19,39.4,V,,45.8,V,U,1068
2007-01-20,40.0,V,,46.0,V,U,1068
2007-01-21,40.5,V,,46.6,E,U,1068
2007-01-22,40.6,V,,46.7,V,U,1068
2007-01-23,40.9,V,,47.6,V,U,1068
2007-01-24,41.1,V,,47.8,V,U,1068
2007-01-25,41.2,V,,49.0,V,U,1068
2007-01-26,41.2,V,,49.0,V,U,1068
2007-01-27,41.3,V,,49.8,V,U,1068
2007-01-28,41.2,V,,49.6,V,U,1068
2007-01-29,41.4,V,,50.5,V,U,1068
2007-01-30,41.5,V,,50.6,V,U,1068
2007-01-31,41.7,V,,50.9,V,U,1068
2007-02-01,41.8,V,,51.6,V,U,1068
2007-02-02,41.8,V,,51.6,V,U,1068
2007-02-03,42.1,V,,52.0,V,U,1068
2007-02-04,42.5,V,,53.1,V,U,1068
2007-02-05,43.1,V,,54.6,V,U,1068
2007-02-06,42.7,V,,55.5,V,U,1068
2007-02-07,42.1,V,,56.1,V,U,1068
2007-02-08,42.1,V,,57.7,V,U,1068
2007-02-09,42.0,V,,58.3,V,U,1068
2007-02-10,42.0,V,,59.2,V,U,1068
2007-02-11,42.4,V,,58.9,V,U,1068
2007-02-12,42.8,V,,58.6,V,U,1068
2007-02-13,42.9,V,,58.8,V,U,1068
2007-02-14,43.0,V,,58.9,V,U,1068
2007-02-15,43.5,V,,58.0,V,U,1068
2007-02-16,43.2,V,,60.0,V,U,1068
2007-02-17,42.6,V,,60.0,V,U,1068
2007-02-18,43.1,V,,59.9,V,U,1068
2007-02-19,43.5,V,,58.0,V,U,1068
2007-02-20,44.8,V,,56.0,V,U,1068
2007-02-21,46.2,V,,49.1,V,U,1068
2007-02-22,46.6,V,,51.2,V,U,1068
2007-02-23,46.9,V,,52.7,V,U,1068
2007-02-24,47.3,V,,52.6,V,U,1068
2007-02-25,47.6,V,,54.1,V,U,1068
2007-02-26,47.8,V,,53.7,V,U,1068
2007-02-27,49.2,V,,48.7,V,U,1068
2007-02-28,49.2,V,,50.7,V,U,1068
2007-03-01,50.2,V,,47.8,E,U,1068
2007-03-02,50.5,V,,49.5,V,U,1068
2007-03-03,51.1,V,,50.1,V,U,1068
2007-03-04,51.6,V,,52.7,V,U,1068
2007-03-05,51.7,V,,55.0,V,U,1068
2007-03-06,51.8,V,,56.9,V,U,1068
2007-03-07,51.8,V,,58.9,V,U,1068
2007-03-08,51.9,V,,60.3,V,U,1068
2007-03-09,51.6,V,,61.4,V,U,1068
2007-03-10,51.6,V,,60.0,V,U,1068
2007-03-11,52.4,V,,63.1,V,U,1068
2007-03-12,50.8,V,,63.5,V,U,1068
2007-03-13,49.6,V,,63.6,V,U,1068
2007-03-14,49.1,V,,62.9,V,U,1068
2007-03-15,48.7,V,,60.1,V,U,1068
2007-03-16,49.4,V,,61.8,V,U,1068
2007-03-17,49.9,V,,64.0,V,U,1068
2007-03-18,49.9,V,,65.7,V,U,1068
2007-03-19,49.0,V,,64.5,V,U,1068
2007-03-20,49.0,V,,64.5,V,U,1068
2007-03-21,49.3,V,,61.6,V,U,1068
2007-03-22,49.5,V,,61.1,V,U,1068
2007-03-23,49.8,V,,61.5,V,U,1068
2007-03-24,50.5,V,,64.7,V,U,1068
2007-03-25,50.5,V,,67.3,V,U,1068
2007-03-26,49.4,V,,63.3,V,U,1068
2007-03-27,49.7,V,,63.7,V,U,1068
2007-03-28,50.0,V,,61.7,V,U,1068
2007-03-29,50.5,V,,63.1,V,U,1068
2007-03-30,50.7,V,,65.0,V,U,1068
2007-03-31,50.8,V,,66.0,V,U,1068
2007-04-01,51.1,V,,66.4,V,U,1068
2007-04-02,50.8,V,,66.0,V,U,1068
2007-04-03,50.8,V,,64.3,V,U,1068
2007-04-04,50.9,V,,65.3,V,U,1068
2007-04-05,51.0,V,,65.4,V,U,1068
2007-04-06,51.0,V,,67.1,V,U,1068
2007-04-07,49.1,V,,69.2,V,U,1068
2007-04-08,47.2,V,,69.4,V,U,1068
2007-04-09,46.7,V,,69.7,V,U,1068
2007-04-10,47.0,V,,63.5,E,U,1068
2007-04-11,47.1,V,,64.5,V,U,1068
2007-04-12,47.4,V,,65.8,V,U,1068
2007-04-13,47.4,V,,65.8,V,U,1068
2007-04-14,47.7,V,,68.1,V,U,1068
2007-04-15,47.7,V,,68.1,V,U,1068
2007-04-16,47.6,V,,68.0,V,U,1068
2007-04-17,47.9,V,,68.4,V,U,1068
2007-04-18,48.2,V,,65.1,V,U,1068
2007-04-19,48.5,V,,67.4,V,U,1068
2007-04-20,48.6,V,,66.6,V,U,1068
2007-04-21,48.7,V,,67.6,V,U,1068
2007-04-22,48.7,V,,68.6,V,U,1068
2007-04-23,48.7,V,,69.6,V,U,1068
2007-04-24,47.9,V,,69.4,V,U,1068
2007-04-25,47.3,V,,70.6,V,U,1068
2007-04-26,47.1,V,,69.3,V,U,1068
2007-04-27,46.9,V,,70.0,V,U,1068
2007-04-28,46.3,V,,71.2,V,U,1068
2007-04-29,45.5,V,,72.2,V,U,1068
2007-04-30,45.0,V,,71.4,V,U,1068
2007-05-01,44.4,V,,72.8,V,U,1068
2007-05-02,44.2,V,,73.7,V,U,1068
2007-05-03,43.5,V,,72.5,V,U,1068
2007-05-04,43.5,V,,71.3,V,U,1068
2007-05-05,43.8,V,,69.5,V,U,1068
2007-05-06,44.0,V,,72.1,V,U,1068
2007-05-07,44.0,V,,73.3,V,U,1068
2007-05-08,42.9,V,,76.6,V,U,1068
2007-05-09,40.6,V,,79.6,V,U,1068
2007-05-10,39.0,V,,79.6,V,U,1068
2007-05-11,37.6,V,,80.0,V,U,1068
2007-05-12,36.4,V,,82.7,V,U,1068
2007-05-13,35.0,V,,81.4,V,U,1068
2007-05-14,35.0,V,,77.8,V,U,1068
2007-05-15,33.8,V,,84.5,V,U,1068
2007-05-16,30.3,V,,89.1,V,U,1068
2007-05-17,28.1,V,,90.6,V,U,1068
2007-05-18,26.5,V,,91.4,V,U,1068
2007-05-19,25.0,V,,92.6,V,U,1068
2007-05-20,24.1,V,,92.7,V,U,1068
2007-05-21,23.9,V,,91.9,V,U,1068
2007-05-22,23.9,V,,91.9,V,U,1068
2007-05-23,23.5,V,,90.4,V,U,1068
2007-05-24,22.3,V,,97.0,V,U,1068
2007-05-25,19.7,V,,98.5,V,U,1068
2007-05-26,17.6,V,,,,,1068
2007-05-27,15.6,V,,,,,1068
2007-05-28,14.3,V,,,,,1068
2007-05-29,12.6,V,,,,,1068
2007-05-30,8.9,V,,,,,1068
2007-05-31,4.7,V,,,,,1068
2007-06-01,3.0,V,,,,,1068
2007-06-02,2.7,V,,,,,1068
2007-06-03,0.0,E,,,,,1068
2007-06-04,0.0,E,,,,,1068
2007-06-05,0.0,E,,,,,1068
2007-06-06,0.0,E,,,,,1068
2007-06-07,0.0,E,,,,,1068
2007-06-08,0.0,E,,,,,1068
2007-06-09,0.0,E,,,,,1068
2007-06-10,0.0,E,,,,,1068
2007-06-11,0.0,E,,,,,1068
2007-06-12,0.0,E,,,,,1068
2007-06-13,0.0,E,,,,,1068
2007-06-14,0.0,E,,,,,1068
2007-06-15,0.0,E,,,,,1068
2007-06-16,0.0,E,,,,,1068
2007-06-17,0.0,E,,,,,1068
2007-06-18,0.0,E,,,,,1068
2007-06-19,0.0,E,,,,,1068
2007-06-20,0.0,E,,,,,1068
2007-06-21,0.0,E,,,,,1068
2007-06-22,0.0,E,,,,,1068
2007-06-23,0.0,E,,,,,1068
2007-06-24,0.0,E,,,,,1068
2007-06-25,0.0,E,,,,,1068
2007-06-26,0.0,E,,,,,1068
2007-06-27,0.0,E,,,,,1068
2007-06-28,0.0,E,,,,,1068
2007-06-29,0.0,E,,,,,1068
2007-06-30,0.0,E,,,,,1068
2007-07-01,0.0,E,,,,,1068
2007-07-02,0.0,E,,,,,1068
2007-07-03,0.0,E,,,,,1068
2007-07-04,0.0,E,,,,,1068
2007-07-05,0.0,E,,,,,1068
2007-07-06,0.0,E,,,,,1068
2007-07-07,0.0,E,,,,,1068
2007-07-08,0.0,E,,,,,1068
2007-07-09,0.0,E,,,,,1068
2007-07-10,0.0,E,,,,,1068
2007-07-11,0.0,E,,,,,1068
2007-07-12,0.0,E,,,,,1068
2007-07-13,0.0,E,,,,,1068
2007-07-14,0.0,E,,,,,1068
2007-07-15,0.0,E,,,,,1068
2007-07-16,0.0,E,,,,,1068
2007-07-17,0.0,E,,,,,1068
2007-07-18,0.0,E,,,,,1068
2007-07-19,0.0,E,,,,,1068
2007-07-20,0.0,E,,,,,1068
2007-07-21,0.0,V,,,,,1068
2007-07-22,0.0,V,,,,,1068
2007-07-23,0.0,E,,,,,1068
2007-07-24,0.0,E,,,,,1068
2007-07-25,0.0,E,,,,,1068
2007-07-26,0.0,E,,,,,1068
2007-07-27,0.0,E,,,,,1068
2007-07-28,0.0,E,,,,,1068
2007-07-29,0.0,V,,,,,1068
2007-07-30,0.0,E,,,,,1068
2007-07-31,0.0,E,,,,,1068
2007-08-01,0.0,E,,,,,1068
2007-08-02,0.0,E,,,,,1068
2007-08-03,0.0,E,,,,,1068
2007-08-04,0.0,V,,,,,1068
2007-08-05,0.0,E,,,,,1068
2007-08-06,0.0,E,,,,,1068
2007-08-07,0.0,E,,,,,1068
2007-08-08,0.0,E,,,,,1068
2007-08-09,0.0,E,,,,,1068
2007-08-10,0.0,E,,,,,1068
2007-08-11,0.0,E,,,,,1068
2007-08-12,0.0,E,,,,,1068
2007-08-13,0.0,V,,,,,1068
2007-08-14,0.0,E,,,,,1068
2007-08-15,0.0,E,,,,,1068
2007-08-16,0.0,E,,,,,1068
2007-08-17,0.0,E,,,,,1068
2007-08-18,0.0,E,,,,,1068
2007-08-19,0.0,E,,,,,1068
2007-08-20,0.0,E,,,,,1068
2007-08-21,0.0,E,,,,,1068
2007-08-22,0.0,E,,,,,1068
2007-08-23,0.0,E,,,,,1068
2007-08-24,0.0,E,,,,,1068
2007-08-25,0.0,E,,,,,1068
2007-08-26,0.0,E,,,,,1068
2007-08-27,0.0,E,,,,,1068
2007-08-28,0.0,E,,,,,1068
2007-08-29,0.0,E,,,,,1068
2007-08-30,0.0,E,,,,,1068
2007-08-31,0.0,E,,,,,1068
2007-09-01,0.0,E,,,,,1068
2007-09-02,0.0,E,,,,,1068
2007-09-03,0.0,E,,,,,1068
2007-09-04,0.0,E,,,,,1068
2007-09-05,0.0,E,,,,,1068
2007-09-06,0.0,E,,,,,1068
2007-09-07,0.0,E,,,,,1068
2007-09-08,0.0,E,,,,,1068
2007-09-09,0.0,E,,,,,1068
2007-09-10,0.0,E,,,,,1068
2007-09-11,0.0,E,,,,,1068
2007-09-12,0.0,E,,,,,1068
2007-09-13,0.0,E,,,,,1068
2007-09-14,0.0,E,,,,,1068
2007-09-15,0.0,E,,,,,1068
2007-09-16,0.0,E,,,,,1068
2007-09-17,0.0,E,,,,,1068
2007-09-18,0.0,E,,,,,1068
2007-09-19,0.0,E,,,,,1068
2007-09-20,0.0,E,,,,,1068
2007-09-21,0.0,E,,,,,1068
2007-09-22,0.0,E,,,,,1068
2007-09-23,0.0,E,,,,,1068
2007-09-24,0.0,E,,,,,1068
2007-09-25,0.0,E,,,,,1068
2007-09-26,0.0,E,,,,,1068
2007-09-27,0.0,E,,,,,1068
2007-09-28,0.0,E,,,,,1068
2007-09-29,0.0,E,,,,,1068
2007-09-30,0.0,E,,,,,1068
2007-10-01,0.0,E,,,,,1068
2007-10-02,0.0,E,,,,,1068
2007-10-03,0.0,E,,,,,1068
2007-10-04,0.0,E,,,,,1068
2007-10-05,0.0,E,,,,,1068
2007-10-06,0.0,E,,,,,1068
2007-10-07,0.0,E,,,,,1068
2007-10-08,0.0,E,,,,,1068
2007-10-09,0.0,E,,,,,1068
2007-10-10,0.0,E,,,,,1068
2007-10-11,0.0,E,,,,,1068
2007-10-12,0.0,E,,,,,1068
2007-10-13,0.0,E,,,,,1068
2007-10-14,0.0,E,,,,,1068
2007-10-15,0.0,E,,,,,1068
2007-10-16,0.0,E,,,,,1068
2007-10-17,0.0,E,,,,,1068
2007-10-18,0.0,E,,,,,1068
2007-10-19,0.0,E,,,,,1068
2007-10-20,0.8,V,,,,,1068
2007-10-21,1.1,V,,,,,1068
2007-10-22,1.5,V,,50.0,V,U,1068
2007-10-23,1.2,V,,,,,1068
2007-10-24,1.1,V,,,,,1068
2007-10-25,0.6,V,,,,,1068
2007-10-26,0.0,E,,,,,1068
2007-10-27,0.0,E,,,,,1068
2007-10-28,0.0,E,,,,,1068
2007-10-29,0.0,E,,,,,1068
2007-10-30,0.0,E,,,,,1068
2007-10-31,0.0,E,,,,,1068
2007-11-01,0.0,E,,,,,1068
2007-11-02,0.0,E,,,,,1068
2007-11-03,0.0,E,,,,,1068
2007-11-04,0.0,E,,,,,1068
2007-11-05,0.0,E,,,,,1068
2007-11-06,0.0,E,,,,,1068
2007-11-07,0.0,E,,,,,1068
2007-11-08,0.0,E,,,,,1068
2007-11-09,0.0,E,,,,,1068
2007-11-10,0.0,E,,,,,1068
2007-11-11,0.0,E,,,,,1068
2007-11-12,0.0,E,,,,,1068
2007-11-13,0.0,E,,,,,1068
2007-11-14,0.3,V,,,,,1068
2007-11-15,0.8,V,,,,,1068
2007-11-16,1.0,V,,,,,1068
2007-11-17,0.7,V,,,,,1068
2007-11-18,0.7,V,,,,,1068
2007-11-19,1.0,V,,25.0,V,U,1068
2007-11-20,0.9,V,,,,,1068
2007-11-21,0.8,V,,,,,1068
2007-11-22,0.6,V,,,,,1068
2007-11-23,0.8,V,,,,,1068
2007-11-24,1.0,V,,20.0,V,U,1068
2007-11-25,1.0,V,,20.0,V,U,1068
2007-11-26,0.9,V,,,,,1068
2007-11-27,1.8,V,,16.4,V,U,1068
2007-11-28,2.1,V,,17.5,E,U,1068
2007-11-29,2.2,V,,16.9,V,U,1068
2007-11-30,2.2,V,,15.7,V,U,1068
2007-12-01,2.1,V,,16.2,V,U,1068
2007-12-02,2.5,V,,11.9,E,U,1068
2007-12-03,4.6,V,,16.4,V,U,1068
2007-12-04,4.5,V,,26.5,V,U,1068
2007-12-05,4.0,V,,30.8,V,U,1068
2007-12-06,3.8,V,,27.1,V,U,1068
2007-12-07,3.8,V,,29.2,V,U,1068
2007-12-08,3.6,V,,27.7,V,U,1068
2007-12-09,3.8,V,,29.2,V,U,1068
2007-12-10,3.9,V,,30.0,V,U,1068
2007-12-11,3.5,V,,25.0,V,U,1068
2007-12-12,3.6,V,,27.7,V,U,1068
2007-12-13,3.7,V,,30.8,V,U,1068
2007-12-14,3.9,V,,30.0,V,U,1068
2007-12-15,3.8,V,,23.8,V,U,1068
2007-12-16,4.1,V,,21.6,V,U,1068
2007-12-17,4.3,V,,21.5,V,U,1068
2007-12-18,4.6,V,,20.9,V,U,1068
2007-12-19,5.1,V,,21.2,V,U,1068
2007-12-20,5.8,V,,19.3,V,U,1068
2007-12-21,5.9,V,,17.9,V,U,1068
2007-12-22,6.1,V,,19.7,V,U,1068
2007-12-23,6.8,V,,20.6,V,U,1068
2007-12-24,8.4,V,,21.0,V,U,1068
2007-12-25,8.7,V,,22.3,V,U,1068
2007-12-26,9.6,V,,22.3,V,U,1068
2007-12-27,10.3,V,,20.6,V,U,1068
2007-12-28,10.9,V,,22.7,V,U,1068
2007-12-29,12.1,V,,22.4,V,U,1068
2007-12-30,13.0,V,,22.0,V,U,1068
2007-12-31,14.7,V,,23.0,V,U,1068
2008-01-01,16.0,V,,25.4,V,U,1068
2008-01-02,16.5,V,,26.2,V,U,1068
2008-01-03,17.2,V,,27.7,V,U,1068
2008-01-04,17.6,V,,28.9,V,U,1068
2008-01-05,19.4,V,,28.5,V,U,1068
2008-01-06,19.3,V,,28.8,V,U,1068
2008-01-07,19.3,V,,29.7,V,U,1068
2008-01-08,19.7,V,,29.8,V,U,1068
2008-01-09,21.4,V,,29.3,V,U,1068
2008-01-10,22.7,V,,29.1,V,U,1068
2008-01-11,24.3,V,,28.6,V,U,1068
2008-01-12,24.9,V,,29.3,V,U,1068
2008-01-13,25.5,V,,30.0,V,U,1068
2008-01-14,25.6,V,,30.8,V,U,1068
2008-01-15,25.9,V,,31.2,V,U,1068
2008-01-16,25.7,V,,32.1,V,U,1068
2008-01-17,26.0,V,,32.5,V,U,1068
2008-01-18,26.0,V,,33.3,V,U,1068
2008-01-19,26.4,V,,34.3,V,U,1068
2008-01-20,26.8,V,,33.9,V,U,1068
2008-01-21,26.8,V,,34.4,V,U,1068
2008-01-22,27.5,V,,32.7,V,U,1068
2008-01-23,27.6,V,,33.3,V,U,1068
2008-01-24,27.8,V,,33.9,V,U,1068
2008-01-25,28.1,V,,34.7,V,U,1068
2008-01-26,28.4,V,,35.5,V,U,1068
2008-01-27,29.3,V,,34.9,E,U,1068
2008-01-28,29.5,V,,33.9,E,U,1068
2008-01-29,30.2,V,,33.6,E,U,1068
2008-01-30,31.8,V,,31.5,E,U,1068
2008-01-31,32.8,V,,31.5,V,U,1068
2008-02-01,33.6,V,,30.8,V,U,1068
2008-02-02,34.9,V,,31.2,V,U,1068
2008-02-03,35.2,V,,32.3,V,U,1068
2008-02-04,35.1,V,,33.4,E,U,1068
2008-02-05,35.4,V,,33.1,V,U,1068
2008-02-06,37.1,V,,32.8,V,U,1068
2008-02-07,38.1,V,,32.8,V,U,1068
2008-02-08,40.2,V,,33.8,V,U,1068
2008-02-09,44.3,V,,30.8,E,U,1068
2008-02-10,45.2,V,,34.5,V,U,1068
2008-02-11,45.7,V,,35.4,V,U,1068
2008-02-12,45.9,V,,36.4,V,U,1068
2008-02-13,46.1,V,,37.8,V,U,1068
2008-02-14,46.3,V,,37.6,V,U,1068
2008-02-15,46.5,V,,38.4,V,U,1068
2008-02-16,46.6,V,,39.2,V,U,1068
2008-02-17,46.9,V,,39.7,V,U,1068
2008-02-18,47.2,V,,40.3,V,U,1068
2008-02-19,47.3,V,,40.8,V,U,1068
2008-02-20,47.3,V,,41.5,V,U,1068
2008-02-21,47.5,V,,41.7,V,U,1068
2008-02-22,47.7,V,,42.2,V,U,1068
2008-02-23,47.7,V,,42.6,V,U,1068
2008-02-24,47.9,V,,43.2,V,U,1068
2008-02-25,47.9,V,,43.2,V,U,1068
2008-02-26,48.4,V,,44.0,V,U,1068
2008-02-27,48.7,V,,44.3,V,U,1068
2008-02-28,48.9,V,,44.9,V,U,1068
2008-02-29,49.2,V,,45.6,V,U,1068
2008-03-01,49.6,V,,45.5,V,U,1068
2008-03-02,50.5,V,,44.3,V,U,1068
2008-03-03,51.1,V,,45.2,V,U,1068
2008-03-04,52.0,V,,44.4,V,U,1068
2008-03-05,52.3,V,,44.7,V,U,1068
2008-03-06,52.5,V,,45.3,V,U,1068
2008-03-07,52.7,V,,46.2,V,U,1068
2008-03-08,52.8,V,,46.7,V,U,1068
2008-03-09,53.0,V,,47.7,V,U,1068
2008-03-10,53.2,V,,47.9,V,U,1068
2008-03-11,53.3,V,,48.9,V,U,1068
2008-03-12,54.0,V,,48.6,V,U,1068
2008-03-13,54.2,V,,49.7,V,U,1068
2008-03-14,54.8,V,,48.1,V,U,1068
2008-03-15,55.3,V,,46.9,V,U,1068
2008-03-16,55.4,V,,47.4,V,U,1068
2008-03-17,56.1,V,,47.5,V,U,1068
2008-03-18,56.5,V,,48.3,V,U,1068
2008-03-19,56.8,V,,47.7,V,U,1068
2008-03-20,57.1,V,,48.0,V,U,1068
2008-03-21,57.4,V,,47.0,V,U,1068
2008-03-22,57.7,V,,48.1,V,U,1068
2008-03-23,58.2,V,,48.1,V,U,1068
2008-03-24,58.6,V,,46.9,V,U,1068
