#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/reportGeneratorHelp/
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Day
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 1107: Buckinghorse, WA
# 
# Data items provided in this file:
#
# Element Name           Value Type  Function Type  Function Duration             Base Data  Measurement Units  Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent  Value       None           Instantaneous - Start of Day  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Water Equivalent  Qc flag     None           Instantaneous - Start of Day  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Water Equivalent  Qa flag     None           Instantaneous - Start of Day  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Density           Value       None           Instantaneous - Start of Day  N/A        Percent            N/A           SNDN          The mass of snow per unit volume, expressed as a percent of water content                          
# Snow Density           Qc flag     None           Instantaneous - Start of Day  N/A        Percent            N/A           SNDN          The mass of snow per unit volume, expressed as a percent of water content                          
# Snow Density           Qa flag     None           Instantaneous - Start of Day  N/A        Percent            N/A           SNDN          The mass of snow per unit volume, expressed as a percent of water content                          
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Buckinghorse (1107) 
# Washington  SNOTEL Site - 4870 ft
# Reporting Frequency: Daily; Date Range: Period of Record
#
# As of: Nov 10, 2021 7:23:37 PM GMT-08:00
#
Date,Snow Water Equivalent (in) Start of Day Values,Snow Water Equivalent QC Flag Start of Day Values,Snow Water Equivalent QA Flag Start of Day Values,Snow Density (pct) Start of Day Values,Snow Density QC Flag Start of Day Values,Snow Density QA Flag Start of Day Values
2009-01-04,16.8,V,,28.0,V,U
2009-01-05,18.7,V,,27.9,V,U
2009-01-06,18.9,V,,29.5,V,U
2009-01-07,19.2,V,,31.0,V,U
2009-01-08,20.1,V,,33.5,V,U
2009-01-09,20.7,V,,33.9,V,U
2009-01-10,20.8,V,,35.3,V,U
2009-01-11,21.6,V,,33.8,V,U
2009-01-12,21.5,V,,35.2,V,U
2009-01-13,21.5,V,,36.4,V,U
2009-01-14,21.4,V,,36.9,V,U
2009-01-15,21.1,V,,37.0,V,U
2009-01-16,21.0,V,,37.5,V,U
2009-01-17,20.9,V,,37.3,V,U
2009-01-18,20.6,V,,36.8,V,U
2009-01-19,20.6,V,,37.5,V,U
2009-01-20,20.5,V,,38.7,V,U
2009-01-21,20.5,V,,38.7,V,U
2009-01-22,20.5,V,,38.7,V,U
2009-01-23,20.5,V,,38.7,V,U
2009-01-24,20.4,V,,39.2,V,U
2009-01-25,20.4,V,,39.2,V,U
2009-01-26,20.5,V,,39.4,V,U
2009-01-27,20.5,V,,39.4,V,U
2009-01-28,21.0,V,,37.5,V,U
2009-01-29,21.1,V,,38.4,V,U
2009-01-30,21.0,V,,38.2,V,U
2009-01-31,21.0,V,,38.2,V,U
2009-02-01,21.1,V,,39.1,V,U
2009-02-02,21.2,V,,38.5,V,U
2009-02-03,21.0,V,,38.9,V,U
2009-02-04,21.0,V,,38.9,V,U
2009-02-05,20.9,V,,39.4,V,U
2009-02-06,21.1,V,,39.8,V,U
2009-02-07,21.3,V,,39.4,V,U
2009-02-08,21.3,V,,40.2,V,U
2009-02-09,21.4,V,,38.9,V,U
2009-02-10,21.5,V,,39.8,V,U
2009-02-11,22.0,V,,37.3,V,U
2009-02-12,22.0,V,,37.9,V,U
2009-02-13,22.2,V,,40.4,V,U
2009-02-14,22.2,V,,39.6,V,U
2009-02-15,22.3,V,,40.5,V,U
2009-02-16,22.5,V,,39.5,V,U
2009-02-17,22.5,V,,42.5,V,U
2009-02-18,22.5,V,,40.2,V,U
2009-02-19,22.6,V,,41.1,V,U
2009-02-20,22.5,V,,41.7,V,U
2009-02-21,22.5,V,,41.7,V,U
2009-02-22,22.5,V,,41.7,V,U
2009-02-23,23.0,V,,41.1,V,U
2009-02-24,23.8,V,,39.7,V,U
2009-02-25,24.9,V,,37.7,V,U
2009-02-26,26.9,V,,34.9,V,U
2009-02-27,26.9,V,,35.9,V,U
2009-02-28,27.0,V,,37.0,V,U
2009-03-01,27.2,V,,38.9,V,U
2009-03-02,27.3,V,,41.4,V,U
2009-03-03,28.3,V,,42.2,V,U
2009-03-04,28.6,V,,40.3,V,U
2009-03-05,28.7,V,,40.4,V,U
2009-03-06,28.9,V,,41.3,V,U
2009-03-07,28.7,V,,40.4,V,U
2009-03-08,29.3,V,,38.1,V,U
2009-03-09,29.2,V,,38.9,V,U
2009-03-10,29.2,V,,38.9,V,U
2009-03-11,29.2,V,,41.1,V,U
2009-03-12,29.1,V,,40.4,V,U
2009-03-13,29.0,V,,40.8,V,U
2009-03-14,28.9,V,,41.3,V,U
2009-03-15,30.2,V,,38.7,V,U
2009-03-16,33.0,V,,35.1,V,U
2009-03-17,35.0,V,,32.4,V,U
2009-03-18,35.7,V,,33.4,V,U
2009-03-19,36.1,V,,34.1,V,U
2009-03-20,36.4,V,,35.3,V,U
2009-03-21,37.7,V,,34.6,V,U
2009-03-22,37.6,V,,35.8,V,U
2009-03-23,37.5,V,,36.8,V,U
2009-03-24,38.0,V,,36.5,V,U
2009-03-25,38.0,V,,36.9,V,U
2009-03-26,38.2,V,,37.8,V,U
2009-03-27,38.1,V,,38.1,V,U
2009-03-28,38.0,V,,38.8,V,U
2009-03-29,38.4,V,,38.4,V,U
2009-03-30,38.4,V,,38.4,V,U
2009-03-31,38.6,V,,38.6,V,U
2009-04-01,39.2,V,,38.4,V,U
2009-04-02,39.9,V,,37.3,V,U
2009-04-03,40.0,V,,38.1,V,U
2009-04-04,40.0,V,,38.1,V,U
2009-04-05,40.0,V,,38.8,V,U
2009-04-06,39.6,V,,39.2,V,U
2009-04-07,39.3,V,,40.1,V,U
2009-04-08,38.7,V,,40.7,V,U
2009-04-09,38.5,V,,41.8,V,U
2009-04-10,38.8,V,,42.2,V,U
2009-04-11,38.7,V,,41.6,V,U
2009-04-12,38.9,V,,41.8,V,U
2009-04-13,41.4,V,,37.6,V,U
2009-04-14,41.9,V,,37.4,V,U
2009-04-15,42.0,V,,39.6,V,U
2009-04-16,41.7,V,,40.9,V,U
2009-04-17,41.8,V,,41.8,V,U
2009-04-18,42.0,V,,42.9,V,U
2009-04-19,41.8,V,,43.1,V,U
2009-04-20,41.1,V,,43.3,V,U
2009-04-21,40.1,V,,43.6,V,U
2009-04-22,39.3,V,,43.7,V,U
2009-04-23,39.4,V,,44.3,V,U
2009-04-24,39.8,V,,45.2,V,U
2009-04-25,39.3,V,,45.2,V,U
2009-04-26,39.3,V,,45.7,V,U
2009-04-27,39.0,V,,45.3,V,U
2009-04-28,38.7,V,,45.0,V,U
2009-04-29,39.2,V,,45.1,V,U
2009-04-30,39.3,V,,45.7,V,U
2009-05-01,39.2,V,,46.1,V,U
2009-05-02,38.3,V,,45.6,V,U
2009-05-03,38.1,V,,45.9,V,U
2009-05-04,38.1,V,,45.9,V,U
2009-05-05,39.4,V,,46.4,V,U
2009-05-06,42.1,V,,43.9,V,U
2009-05-07,43.2,V,,44.1,V,U
2009-05-08,43.5,V,,45.3,V,U
2009-05-09,43.5,V,,46.3,V,U
2009-05-10,43.2,V,,46.5,V,U
2009-05-11,42.7,V,,46.9,V,U
2009-05-12,42.3,V,,46.5,V,U
2009-05-13,42.2,V,,46.9,V,U
2009-05-14,42.7,V,,45.4,V,U
2009-05-15,42.4,V,,47.1,V,U
2009-05-16,41.4,V,,47.0,V,U
2009-05-17,40.0,V,,46.5,V,U
2009-05-18,38.3,V,,46.7,V,U
2009-05-19,37.8,V,,46.7,V,U
2009-05-20,37.7,V,,46.5,V,U
2009-05-21,37.2,V,,46.5,V,U
2009-05-22,36.1,V,,46.9,V,U
2009-05-23,34.9,V,,47.2,V,U
2009-05-24,33.6,V,,46.7,V,U
2009-05-25,32.6,V,,47.2,V,U
2009-05-26,31.7,V,,47.3,V,U
2009-05-27,31.0,V,,47.7,V,U
2009-05-28,30.0,V,,47.6,V,U
2009-05-29,28.6,V,,47.7,V,U
2009-05-30,26.9,V,,47.2,V,U
2009-05-31,25.7,V,,48.5,V,U
2009-06-01,24.7,V,,48.4,V,U
2009-06-02,23.2,V,,49.4,V,U
2009-06-03,21.8,V,,49.5,V,U
2009-06-04,20.2,V,,50.5,V,U
2009-06-05,18.4,V,,51.1,V,U
2009-06-06,17.1,V,,53.4,V,U
2009-06-07,16.3,V,,56.2,V,U
2009-06-08,15.6,V,,60.0,V,U
2009-06-09,14.8,V,,61.7,V,U
2009-06-10,13.7,V,,62.3,V,U
2009-06-11,12.6,V,,66.3,V,U
2009-06-12,11.8,V,,65.6,V,U
2009-06-13,10.7,V,,62.9,V,U
2009-06-14,9.1,V,,65.0,V,U
2009-06-15,7.5,V,,68.2,V,U
2009-06-16,5.6,V,,62.2,V,U
2009-06-17,4.3,V,,61.4,V,U
2009-06-18,2.0,V,,40.0,V,U
2009-06-19,0.6,V,,,,
2009-06-20,0.0,E,,,,
2009-06-21,0.0,E,,,,
2009-06-22,0.0,E,,,,
2009-06-23,0.0,E,,,,
2009-06-24,0.0,E,,,,
2009-06-25,0.0,E,,,,
2009-06-26,0.0,E,,,,
2009-06-27,0.0,E,,,,
2009-06-28,0.0,E,,,,
2009-06-29,0.0,E,,,,
2009-06-30,0.0,E,,,,
2009-07-01,0.0,E,,,,
2009-07-02,0.0,E,,,,
2009-07-03,0.0,E,,,,
2009-07-04,0.0,E,,,,
2009-07-05,0.0,E,,,,
2009-07-06,0.0,E,,,,
2009-07-07,0.0,E,,,,
2009-07-08,0.0,E,,,,
2009-07-09,0.0,E,,,,
2009-07-10,0.0,E,,,,
2009-07-11,0.0,E,,,,
2009-07-12,0.0,E,,,,
2009-07-13,0.0,E,,,,
2009-07-14,0.0,E,,,,
2009-07-15,0.0,E,,,,
2009-07-16,0.0,E,,,,
2009-07-17,0.0,E,,,,
2009-07-18,0.0,E,,,,
2009-07-19,0.0,V,,,,
2009-07-20,0.0,E,,,,
2009-07-21,0.0,E,,,,
2009-07-22,0.0,E,,,,
2009-07-23,0.0,E,,,,
2009-07-24,0.0,E,,,,
2009-07-25,0.0,E,,,,
2009-07-26,0.0,E,,,,
2009-07-27,0.0,E,,,,
2009-07-28,0.0,E,,,,
2009-07-29,0.0,E,,,,
2009-07-30,0.0,E,,,,
2009-07-31,0.0,E,,,,
2009-08-01,0.0,E,,,,
2009-08-02,0.0,E,,,,
2009-08-03,0.0,E,,,,
2009-08-04,0.0,E,,,,
2009-08-05,0.0,E,,,,
2009-08-06,0.0,E,,,,
2009-08-07,0.0,E,,,,
2009-08-08,0.0,E,,,,
2009-08-09,0.0,E,,,,
2009-08-10,0.0,E,,,,
2009-08-11,0.0,E,,,,
2009-08-12,0.0,E,,,,
2009-08-13,0.0,E,,,,
2009-08-14,0.0,E,,,,
2009-08-15,0.0,E,,,,
2009-08-16,0.0,E,,,,
2009-08-17,0.0,E,,,,
2009-08-18,0.0,E,,,,
2009-08-19,0.0,E,,,,
2009-08-20,0.0,E,,,,
2009-08-21,0.0,E,,,,
2009-08-22,0.0,E,,,,
2009-08-23,0.0,E,,,,
2009-08-24,0.0,E,,,,
2009-08-25,0.0,E,,,,
2009-08-26,0.0,E,,,,
2009-08-27,0.0,E,,,,
2009-08-28,0.0,E,,,,
2009-08-29,0.0,E,,,,
2009-08-30,0.0,E,,,,
2009-08-31,0.0,E,,,,
2009-09-01,0.0,E,,,,
2009-09-02,0.0,E,,,,
2009-09-03,0.0,E,,,,
2009-09-04,0.0,E,,,,
2009-09-05,0.0,E,,,,
2009-09-06,0.0,E,,,,
2009-09-07,0.0,E,,,,
2009-09-08,0.0,E,,,,
2009-09-09,0.0,E,,,,
2009-09-10,0.0,E,,,,
2009-09-11,0.0,E,,,,
2009-09-12,0.0,E,,,,
2009-09-13,0.0,E,,,,
2009-09-14,0.0,E,,,,
2009-09-15,0.0,E,,,,
2009-09-16,0.0,E,,,,
2009-09-17,0.0,E,,,,
2009-09-18,0.0,E,,,,
2009-09-19,0.0,E,,,,
2009-09-20,0.0,E,,,,
2009-09-21,0.0,E,,,,
2009-09-22,0.0,E,,,,
2009-09-23,0.0,E,,,,
2009-09-24,0.0,E,,,,
2009-09-25,0.0,E,,,,
2009-09-26,0.0,E,,,,
2009-09-27,0.0,E,,,,
2009-09-28,0.0,E,,,,
2009-09-29,0.0,V,,,,
2009-09-30,0.0,E,,,,
2009-10-01,0.0,E,,,,
2009-10-02,0.0,E,,,,
2009-10-03,0.0,E,,,,
2009-10-04,0.0,V,,,,
2009-10-05,0.0,V,,,,
2009-10-06,0.0,V,,,,
2009-10-07,0.0,V,,,,
2009-10-08,0.0,E,,,,
2009-10-09,0.0,E,,,,
2009-10-10,0.0,E,,,,
2009-10-11,0.0,E,,,,
2009-10-12,0.0,E,,,,
2009-10-13,0.0,E,,,,
2009-10-14,0.0,E,,,,
2009-10-15,0.0,E,,,,
2009-10-16,0.0,E,,,,
2009-10-17,0.0,E,,,,
2009-10-18,0.0,E,,,,
2009-10-19,0.0,V,,,,
2009-10-20,0.0,V,,,,
2009-10-21,0.0,V,,,,
2009-10-22,0.1,V,,,,
2009-10-23,0.1,V,,,,
2009-10-24,0.0,V,,,,
2009-10-25,0.1,V,,,,
2009-10-26,0.2,V,,,,
2009-10-27,0.9,V,,,,
2009-10-28,0.9,V,,,,
2009-10-29,1.3,V,,21.7,V,U
2009-10-30,0.6,V,,,,
2009-10-31,0.1,V,,,,
2009-11-01,0.1,V,,,,
2009-11-02,0.2,V,,,,
2009-11-03,0.0,V,,,,
2009-11-04,0.1,V,,,,
2009-11-05,0.0,V,,,,
2009-11-06,1.1,V,,55.0,V,U
2009-11-07,3.5,V,,21.9,V,U
2009-11-08,5.2,V,,23.6,V,U
2009-11-09,5.9,V,,24.6,V,U
2009-11-10,8.5,V,,23.6,V,U
2009-11-11,11.1,V,,22.7,V,U
2009-11-12,11.2,V,,24.9,V,U
2009-11-13,11.2,V,,26.0,V,U
2009-11-14,12.2,V,,24.9,V,U
2009-11-15,12.5,V,,25.5,V,U
2009-11-16,13.9,V,,27.8,V,U
2009-11-17,15.8,V,,32.2,V,U
2009-11-18,18.3,V,,32.1,V,U
2009-11-19,21.7,V,,28.9,V,U
2009-11-20,26.2,V,,29.8,V,U
2009-11-21,28.0,V,,30.4,E,U
2009-11-22,30.1,V,,29.5,V,U
2009-11-23,31.4,V,,31.1,V,U
2009-11-24,32.0,V,,33.0,V,U
2009-11-25,31.3,V,,34.4,V,U
2009-11-26,30.7,V,,36.5,V,U
2009-11-27,30.4,V,,38.0,V,U
2009-11-28,30.2,V,,38.2,V,U
2009-11-29,30.4,V,,38.5,V,U
2009-11-30,30.5,V,,40.7,V,U
2009-12-01,30.5,V,,40.1,V,U
2009-12-02,30.4,V,,40.5,V,U
2009-12-03,30.1,V,,40.7,V,U
2009-12-04,30.1,V,,41.2,V,U
2009-12-05,30.0,V,,41.1,V,U
2009-12-06,29.6,V,,41.1,V,U
2009-12-07,29.7,V,,41.2,V,U
2009-12-08,29.6,V,,41.7,V,U
2009-12-09,29.3,V,,41.3,V,U
2009-12-10,29.2,V,,41.7,V,U
2009-12-11,29.1,V,,41.0,V,U
2009-12-12,28.9,V,,41.3,V,U
2009-12-13,28.8,V,,41.1,V,U
2009-12-14,28.6,V,,40.3,V,U
2009-12-15,29.2,V,,38.4,V,U
2009-12-16,30.2,V,,38.2,V,U
2009-12-17,32.5,V,,38.7,V,U
2009-12-18,32.0,V,,39.0,V,U
2009-12-19,31.3,V,,39.1,V,U
2009-12-20,30.5,V,,39.1,V,U
2009-12-21,29.8,V,,39.7,V,U
2009-12-22,30.2,V,,41.4,V,U
2009-12-23,30.4,V,,40.5,V,U
2009-12-24,30.5,V,,40.7,V,U
2009-12-25,30.8,V,,41.1,V,U
2009-12-26,30.8,V,,41.6,V,U
2009-12-27,31.3,V,,42.3,V,U
2009-12-28,31.2,V,,42.2,V,U
2009-12-29,31.3,V,,42.9,V,U
2009-12-30,31.2,V,,41.6,V,U
2009-12-31,31.3,V,,40.6,V,U
2010-01-01,31.6,V,,40.5,V,U
2010-01-02,34.4,V,,36.6,V,U
2010-01-03,35.2,V,,37.8,V,U
2010-01-04,34.9,V,,38.4,V,U
2010-01-05,35.0,V,,38.9,V,U
2010-01-06,34.4,V,,39.1,V,U
2010-01-07,34.0,V,,39.1,V,U
2010-01-08,34.1,V,,40.6,V,U
2010-01-09,33.0,V,,41.2,V,U
2010-01-10,33.0,V,,41.8,V,U
2010-01-11,32.9,V,,43.3,V,U
2010-01-12,32.4,V,,43.8,V,U
2010-01-13,33.3,V,,44.4,V,U
2010-01-14,33.7,V,,44.9,V,U
2010-01-15,35.5,V,,41.3,V,U
2010-01-16,37.9,V,,41.6,V,U
2010-01-17,38.0,V,,40.9,V,U
2010-01-18,39.5,V,,39.5,E,U
2010-01-19,41.7,V,,38.6,V,U
2010-01-20,42.7,V,,38.5,V,U
2010-01-21,43.1,V,,38.1,V,U
2010-01-22,43.0,V,,38.4,V,U
2010-01-23,43.0,V,,39.1,V,U
2010-01-24,43.0,V,,39.4,V,U
2010-01-25,43.5,V,,39.2,V,U
2010-01-26,44.5,V,,38.4,V,U
2010-01-27,43.4,V,,38.1,V,U
2010-01-28,43.8,V,,39.1,V,U
2010-01-29,43.8,V,,39.5,V,U
2010-01-30,43.6,V,,40.0,V,U
2010-01-31,44.1,V,,40.5,V,U
2010-02-01,44.1,V,,40.8,V,U
2010-02-02,44.1,V,,40.5,V,U
2010-02-03,44.3,V,,41.0,V,U
2010-02-04,44.4,V,,40.7,V,U
2010-02-05,44.4,V,,40.4,V,U
2010-02-06,44.7,V,,39.9,V,U
2010-02-07,44.7,V,,40.3,V,U
2010-02-08,44.8,V,,40.7,V,U
2010-02-09,44.8,V,,41.1,V,U
2010-02-10,44.9,V,,41.2,V,U
2010-02-11,44.9,V,,40.8,V,U
2010-02-12,46.1,V,,40.8,V,U
2010-02-13,48.2,V,,38.6,V,U
2010-02-14,49.3,V,,39.8,V,U
2010-02-15,49.9,V,,40.6,V,U
2010-02-16,50.1,V,,40.7,V,U
2010-02-17,50.9,V,,41.4,V,U
2010-02-18,50.8,V,,42.0,V,U
2010-02-19,50.8,V,,42.0,V,U
2010-02-20,50.8,V,,42.0,V,U
2010-02-21,50.7,V,,42.2,V,U
2010-02-22,50.5,V,,42.1,V,U
2010-02-23,50.4,V,,42.4,V,U
2010-02-24,50.5,V,,41.7,V,U
2010-02-25,51.4,V,,40.5,V,U
2010-02-26,52.1,V,,40.7,V,U
2010-02-27,53.3,V,,40.4,V,U
2010-02-28,53.8,V,,40.8,V,U
2010-03-01,53.7,V,,41.0,V,U
2010-03-02,53.8,V,,41.7,V,U
2010-03-03,54.0,V,,41.9,V,U
2010-03-04,54.3,V,,42.4,V,U
2010-03-05,53.9,V,,42.1,V,U
2010-03-06,53.9,V,,42.4,V,U
2010-03-07,53.9,V,,42.4,V,U
2010-03-08,53.9,E,,42.8,E,U
2010-03-09,53.9,E,,42.1,E,U
2010-03-10,54.0,V,,41.5,V,U
