#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/reportGeneratorHelp/
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Day
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 999: Marten Ridge, WA
# 
# Data items provided in this file:
#
# Element Name           Value Type  Function Type  Function Duration             Base Data  Measurement Units  Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent  Value       None           Instantaneous - Start of Day  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Water Equivalent  Qc flag     None           Instantaneous - Start of Day  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Water Equivalent  Qa flag     None           Instantaneous - Start of Day  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Density           Value       None           Instantaneous - Start of Day  N/A        Percent            N/A           SNDN          The mass of snow per unit volume, expressed as a percent of water content                          
# Snow Density           Qc flag     None           Instantaneous - Start of Day  N/A        Percent            N/A           SNDN          The mass of snow per unit volume, expressed as a percent of water content                          
# Snow Density           Qa flag     None           Instantaneous - Start of Day  N/A        Percent            N/A           SNDN          The mass of snow per unit volume, expressed as a percent of water content                          
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Marten Ridge (999) 
# Washington  SNOTEL Site - 3520 ft
# Reporting Frequency: Daily; Date Range: Period of Record
#
# As of: Nov 11, 2021 10:10:51 AM GMT-08:00
#
Date,Snow Water Equivalent (in) Start of Day Values,Snow Water Equivalent QC Flag Start of Day Values,Snow Water Equivalent QA Flag Start of Day Values,Snow Density (pct) Start of Day Values,Snow Density QC Flag Start of Day Values,Snow Density QA Flag Start of Day Values
2007-02-02,63.1,V,,52.6,V,U
2007-02-03,63.1,V,,53.0,V,U
2007-02-04,63.6,V,,53.0,V,U
2007-02-05,64.4,V,,54.1,V,U
2007-02-06,63.6,V,,54.4,V,U
2007-02-07,63.2,V,,54.5,V,U
2007-02-08,63.1,V,,55.4,V,U
2007-02-09,62.8,V,,55.6,V,U
2007-02-10,62.6,V,,55.9,V,U
2007-02-11,62.9,V,,56.2,V,U
2007-02-12,63.5,V,,57.7,V,U
2007-02-13,63.3,V,,56.0,V,U
2007-02-14,63.3,V,,56.5,V,U
2007-02-15,64.3,V,,54.0,V,U
2007-02-16,65.7,V,,56.6,V,U
2007-02-17,65.1,V,,57.1,V,U
2007-02-18,65.7,V,,58.1,V,U
2007-02-19,66.1,V,,54.2,V,U
2007-02-20,68.2,V,,48.7,V,U
2007-02-21,69.3,V,,48.1,V,U
2007-02-22,70.0,V,,49.6,V,U
2007-02-23,70.5,V,,50.0,V,U
2007-02-24,70.9,V,,51.0,V,U
2007-02-25,72.2,V,,48.8,V,U
2007-02-26,72.5,V,,49.3,V,U
2007-02-27,72.7,V,,50.1,V,U
2007-02-28,72.9,V,,51.3,V,U
2007-03-01,73.6,V,,50.8,E,U
2007-03-02,74.3,V,,51.2,V,U
2007-03-03,75.0,V,,51.4,V,U
2007-03-04,75.6,V,,53.2,V,U
2007-03-05,75.6,V,,54.4,V,U
2007-03-06,75.8,V,,55.7,V,U
2007-03-07,74.7,V,,56.2,V,U
2007-03-08,74.7,V,,55.7,V,U
2007-03-09,75.1,V,,51.4,V,U
2007-03-10,75.7,V,,53.7,V,U
2007-03-11,77.9,V,,57.7,V,U
2007-03-12,71.7,V,,56.0,V,U
2007-03-13,70.2,V,,55.7,V,U
2007-03-14,77.4,V,,56.5,V,U
2007-03-15,78.6,V,,58.2,V,U
2007-03-16,80.1,V,,58.5,V,U
2007-03-17,81.2,V,,61.1,V,U
2007-03-18,81.3,V,,63.0,V,U
2007-03-19,76.7,V,,60.9,V,U
2007-03-20,72.3,V,,57.8,V,U
2007-03-21,73.3,V,,57.7,V,U
2007-03-22,77.4,V,,58.6,V,U
2007-03-23,80.1,V,,58.5,V,U
2007-03-24,82.4,V,,62.9,V,U
2007-03-25,64.9,V,,50.3,V,U
2007-03-26,71.3,V,,55.7,V,U
2007-03-27,76.7,V,,59.9,V,U
2007-03-28,78.6,V,,61.4,V,U
2007-03-29,79.9,V,,62.9,V,U
2007-03-30,80.6,V,,64.0,V,U
2007-03-31,80.9,V,,64.7,V,U
2007-04-01,55.0,E,,44.0,E,U
2007-04-02,55.0,E,,44.0,E,U
2007-04-03,56.5,E,,44.1,E,U
2007-04-04,55.2,E,,43.8,E,U
2007-04-05,54.8,E,,43.8,E,U
2007-04-06,54.1,E,,44.0,E,U
2007-04-07,53.4,E,,44.1,E,U
2007-04-08,52.3,E,,44.0,E,U
2007-04-09,51.8,E,,43.9,E,U
2007-04-10,53.4,E,,44.1,E,U
2007-04-11,53.9,E,,43.8,E,U
2007-04-12,52.8,E,,44.0,E,U
2007-04-13,52.6,E,,43.8,E,U
2007-04-14,52.9,E,,44.1,E,U
2007-04-15,52.4,E,,44.0,E,U
2007-04-16,52.8,E,,44.0,E,U
2007-04-17,53.8,E,,44.1,E,U
2007-04-18,52.9,E,,44.1,E,U
2007-04-19,52.8,E,,44.0,E,U
2007-04-20,52.9,E,,44.1,E,U
2007-04-21,52.1,E,,44.2,E,U
2007-04-22,51.6,E,,44.1,E,U
2007-04-23,51.0,E,,44.0,E,U
2007-04-24,50.2,E,,44.0,E,U
2007-04-25,50.0,E,,43.9,E,U
2007-04-26,49.7,E,,44.0,E,U
2007-04-27,49.4,E,,44.1,E,U
2007-04-28,48.7,E,,43.9,E,U
2007-04-29,48.4,E,,44.0,E,U
2007-04-30,47.7,E,,44.2,E,U
2007-05-01,47.3,E,,44.2,E,U
2007-05-02,46.7,E,,44.1,E,U
2007-05-03,46.3,E,,44.1,E,U
2007-05-04,46.7,E,,44.5,E,U
2007-05-05,46.3,E,,43.7,E,U
2007-05-06,46.4,E,,44.2,E,U
2007-05-07,46.7,E,,45.3,E,U
2007-05-08,44.6,E,,44.2,E,U
2007-05-09,43.4,E,,43.8,E,U
2007-05-10,42.9,E,,44.2,E,U
2007-05-11,41.8,E,,44.0,E,U
2007-05-12,40.8,E,,43.9,E,U
2007-05-13,39.2,E,,44.0,E,U
2007-05-14,39.2,E,,44.0,E,U
2007-05-15,38.1,E,,43.8,E,U
2007-05-16,36.5,E,,44.0,E,U
2007-05-17,35.5,E,,43.8,E,U
2007-05-18,34.7,E,,43.9,E,U
2007-05-19,33.5,E,,44.1,E,U
2007-05-20,33.0,E,,44.0,E,U
2007-05-21,33.0,E,,44.0,E,U
2007-05-22,32.9,E,,43.9,E,U
2007-05-23,32.1,E,,44.0,E,U
2007-05-24,31.4,E,,44.2,E,U
2007-05-25,30.1,E,,44.3,E,U
2007-05-26,28.8,E,,43.6,E,U
2007-05-27,27.9,E,,43.6,E,U
2007-05-28,36.5,E,,57.9,E,U
2007-05-29,27.1,E,,43.7,E,U
2007-05-30,25.6,E,,44.1,E,U
2007-05-31,24.1,E,,43.8,E,U
2007-06-01,22.1,E,,44.2,E,U
2007-06-02,20.5,E,,43.6,E,U
2007-06-03,18.5,E,,44.0,E,U
2007-06-04,16.9,E,,44.5,E,U
2007-06-05,14.9,E,,43.8,E,U
2007-06-06,14.1,E,,44.1,E,U
2007-06-07,14.4,E,,43.6,E,U
2007-06-08,14.0,E,,43.8,E,U
2007-06-09,12.8,E,,44.1,E,U
2007-06-10,12.6,E,,43.4,E,U
2007-06-11,12.0,E,,44.4,E,U
2007-06-12,11.2,E,,44.8,E,U
2007-06-13,10.3,E,,44.8,E,U
2007-06-14,8.8,E,,44.0,E,U
2007-06-15,8.6,E,,43.0,E,U
2007-06-16,8.0,E,,44.4,E,U
2007-06-17,7.4,E,,43.5,E,U
2007-06-18,6.7,E,,44.7,E,U
2007-06-19,5.9,E,,42.1,E,U
2007-06-20,4.4,E,,44.0,E,U
2007-06-21,2.0,E,,50.0,E,U
2007-06-22,1.8,E,,45.0,E,U
2007-06-23,0.4,E,,,,
2007-06-24,0.0,E,,,,
2007-06-25,0.0,E,,,,
2007-06-26,0.0,E,,,,
2007-06-27,0.0,E,,,,
2007-06-28,0.0,E,,,,
2007-06-29,0.0,E,,,,
2007-06-30,0.0,E,,,,
2007-07-01,0.0,E,,,,
2007-07-02,0.0,E,,,,
2007-07-03,0.0,E,,,,
2007-07-04,0.0,E,,,,
2007-07-05,0.0,E,,,,
2007-07-06,0.0,E,,,,
2007-07-07,0.0,E,,,,
2007-07-08,0.0,E,,,,
2007-07-09,0.0,E,,,,
2007-07-10,0.0,E,,,,
2007-07-11,0.0,E,,,,
2007-07-12,0.0,E,,,,
2007-07-13,0.0,E,,,,
2007-07-14,0.0,E,,,,
2007-07-15,0.0,E,,,,
2007-07-16,0.0,E,,,,
2007-07-17,0.0,E,,,,
2007-07-18,0.0,E,,,,
2007-07-19,0.0,E,,,,
2007-07-20,0.0,E,,,,
2007-07-21,0.0,E,,,,
2007-07-22,0.0,E,,,,
2007-07-23,0.0,E,,,,
2007-07-24,0.0,E,,,,
2007-07-25,0.0,E,,,,
2007-07-26,0.0,E,,,,
2007-07-27,0.0,E,,,,
2007-07-28,0.0,E,,,,
2007-07-29,0.0,E,,,,
2007-07-30,0.0,E,,,,
2007-07-31,0.0,E,,,,
2007-08-01,0.0,E,,,,
2007-08-02,0.0,E,,,,
2007-08-03,0.0,E,,,,
2007-08-04,0.0,E,,,,
2007-08-05,0.0,E,,,,
2007-08-06,0.0,E,,,,
2007-08-07,0.0,E,,,,
2007-08-08,0.0,E,,,,
2007-08-09,0.0,E,,,,
2007-08-10,0.0,E,,,,
2007-08-11,0.0,E,,,,
2007-08-12,0.0,E,,,,
2007-08-13,0.0,E,,,,
2007-08-14,0.0,E,,,,
2007-08-15,0.0,E,,,,
2007-08-16,0.0,E,,,,
2007-08-17,0.0,E,,,,
2007-08-18,0.0,E,,,,
2007-08-19,0.0,E,,,,
2007-08-20,0.0,E,,,,
2007-08-21,0.0,E,,,,
2007-08-22,0.0,E,,,,
2007-08-23,0.0,E,,,,
2007-08-24,0.0,E,,,,
2007-08-25,0.0,E,,,,
2007-08-26,0.0,E,,,,
2007-08-27,0.0,E,,,,
2007-08-28,0.0,E,,,,
2007-08-29,0.0,E,,,,
2007-08-30,0.0,E,,,,
2007-08-31,0.0,E,,,,
2007-09-01,0.0,E,,,,
2007-09-02,0.0,E,,,,
2007-09-03,0.0,E,,,,
2007-09-04,0.0,E,,,,
2007-09-05,0.0,E,,,,
2007-09-06,0.0,E,,,,
2007-09-07,0.0,E,,,,
2007-09-08,0.0,E,,,,
2007-09-09,0.0,E,,,,
2007-09-10,0.0,E,,,,
2007-09-11,0.0,E,,,,
2007-09-12,0.0,E,,,,
2007-09-13,0.0,E,,,,
2007-09-14,0.0,E,,,,
2007-09-15,0.0,E,,,,
2007-09-16,0.0,E,,,,
2007-09-17,0.0,E,,,,
2007-09-18,0.0,E,,,,
2007-09-19,0.0,E,,,,
2007-09-20,0.0,E,,,,
2007-09-21,0.0,E,,,,
2007-09-22,0.0,E,,,,
2007-09-23,0.0,E,,,,
2007-09-24,0.0,E,,,,
2007-09-25,0.0,E,,,,
2007-09-26,0.0,E,,,,
2007-09-27,0.0,E,,,,
2007-09-28,0.0,E,,,,
2007-09-29,0.0,E,,,,
2007-09-30,0.0,E,,,,
2007-10-01,0.0,E,,,,
2007-10-02,0.0,E,,,,
2007-10-03,0.0,E,,,,
2007-10-04,1.8,V,,45.0,V,U
2007-10-05,1.8,V,,45.0,V,U
2007-10-06,1.6,V,,53.3,V,U
2007-10-07,1.2,V,,,,
2007-10-08,0.2,V,,,,
2007-10-09,0.0,E,,,,
2007-10-10,0.0,E,,,,
2007-10-11,0.0,E,,,,
2007-10-12,0.0,V,,,,
2007-10-13,0.0,V,,,,
2007-10-14,0.0,V,,,,
2007-10-15,0.0,V,,,,
2007-10-16,0.0,V,,,,
2007-10-17,0.3,V,,,,
2007-10-18,0.5,V,,,,
2007-10-19,0.9,V,,,,
2007-10-20,0.6,V,,,,
2007-10-21,0.8,V,,,,
2007-10-22,0.9,V,,,,
2007-10-23,0.0,E,,,,
2007-10-24,0.0,E,,,,
2007-10-25,0.0,E,,,,
2007-10-26,0.0,E,,,,
2007-10-27,0.0,E,,,,
2007-10-28,0.0,E,,,,
2007-10-29,0.0,E,,,,
2007-10-30,0.0,E,,,,
2007-10-31,0.0,E,,,,
2007-11-01,0.0,E,,,,
2007-11-02,0.0,E,,,,
2007-11-03,0.4,V,,,,
2007-11-04,0.0,E,,,,
2007-11-05,0.0,E,,,,
2007-11-06,0.0,E,,,,
2007-11-07,0.0,E,,,,
2007-11-08,0.0,E,,,,
2007-11-09,0.0,V,,,,
2007-11-10,0.0,E,,,,
2007-11-11,0.0,E,,,,
2007-11-12,1.1,V,,27.5,V,U
2007-11-13,2.2,V,,44.0,V,U
2007-11-14,2.5,V,,35.7,V,U
2007-11-15,2.8,V,,56.0,V,U
2007-11-16,2.9,V,,58.0,V,U
2007-11-17,2.5,V,,62.5,V,U
2007-11-18,2.5,V,,83.3,V,U
2007-11-19,1.1,V,,27.5,V,U
2007-11-20,1.5,V,,30.0,V,U
2007-11-21,2.1,V,,42.0,V,U
2007-11-22,2.5,V,,50.0,V,U
2007-11-23,2.9,V,,58.0,V,U
2007-11-24,2.8,V,,56.0,V,U
2007-11-25,2.7,V,,54.0,V,U
2007-11-26,2.9,V,,58.0,V,U
2007-11-27,4.2,V,,19.1,V,U
2007-11-28,4.2,V,,20.0,V,U
2007-11-29,4.3,V,,20.5,V,U
2007-11-30,4.2,V,,24.7,V,U
2007-12-01,4.1,V,,22.8,V,U
2007-12-02,4.6,V,,17.0,V,U
2007-12-03,6.3,V,,19.1,V,U
2007-12-04,6.7,V,,26.8,V,U
2007-12-05,6.0,V,,31.6,V,U
2007-12-06,6.0,V,,35.3,V,U
2007-12-07,6.0,V,,37.5,V,U
2007-12-08,6.0,V,,35.3,V,U
2007-12-09,5.7,V,,31.7,V,U
2007-12-10,6.0,V,,35.3,V,U
2007-12-11,6.1,V,,32.1,V,U
2007-12-12,5.9,V,,32.8,V,U
2007-12-13,6.2,V,,31.0,V,U
2007-12-14,6.8,V,,24.3,V,U
2007-12-15,7.4,V,,26.4,V,U
2007-12-16,8.7,V,,23.5,V,U
2007-12-17,9.5,V,,21.6,E,U
2007-12-18,10.2,V,,21.2,V,U
2007-12-19,11.8,V,,20.7,V,U
2007-12-20,13.8,V,,20.0,V,U
2007-12-21,13.9,V,,21.4,V,U
2007-12-22,14.0,V,,23.3,V,U
2007-12-23,15.6,V,,22.0,V,U
2007-12-24,17.0,V,,22.7,V,U
2007-12-25,17.7,V,,23.6,V,U
2007-12-26,18.7,V,,22.8,V,U
2007-12-27,19.7,V,,22.4,V,U
2007-12-28,20.6,V,,22.6,E,U
2007-12-29,22.3,V,,22.5,V,U
2007-12-30,23.1,V,,22.9,V,U
2007-12-31,24.4,V,,23.0,V,U
2008-01-01,24.6,V,,24.1,V,U
2008-01-02,24.7,V,,25.5,V,U
2008-01-03,25.9,V,,24.9,V,U
2008-01-04,27.2,V,,26.9,V,U
2008-01-05,28.0,V,,29.2,V,U
2008-01-06,29.3,V,,28.7,V,U
2008-01-07,29.8,V,,29.2,V,U
2008-01-08,30.0,V,,30.6,V,U
2008-01-09,31.6,V,,29.5,V,U
2008-01-10,32.8,V,,29.8,V,U
2008-01-11,35.5,V,,28.9,V,U
2008-01-12,36.9,V,,30.0,V,U
2008-01-13,37.7,V,,31.4,V,U
2008-01-14,38.1,V,,33.4,V,U
2008-01-15,39.3,V,,34.5,E,U
2008-01-16,40.1,V,,34.9,V,U
2008-01-17,40.4,V,,36.4,V,U
2008-01-18,40.7,V,,36.7,V,U
2008-01-19,40.9,V,,37.5,V,U
2008-01-20,41.6,V,,36.8,V,U
